A_Date_,B_Shift_,C_Line_,Description_,E_Duration_,Frequency_,G_Downtime_Type,H_Machine_,I_Category_,J_Failure_Mode
20/05/2024,Day,5,.,0,0,Break Down,Innoket,Machine,.
20/05/2024,Day,5,Intervention on gripper cylinder due to label carry over,60,1,Break Down,Innoket,Machine,Intervention on gripper cylinder due to label carry over
20/05/2024,Day,6,Depalletiser stopping frequently due to jam @ cross discharge,10,6,Minor Stop,Depalletiser,Machine,Depalletiser stopping frequently due to jam @ cross discharge
20/05/2024,Day,6,Speed loss due to weathered bottles ,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
20/05/2024,Day,6,Speed loss due to weathered bottles ,10,1,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
20/05/2024,Day,6,Plan discharge for change-over,10,1,Planned Stop,Filler,Method,Plan discharge for change-over
20/05/2024,Day,5,Intervention on gripper cylinder due to label carry over,60,1,Break Down,Innoket,Machine,Intervention on gripper cylinder due to label carry over
20/05/2024,Day,5,Intervention on gripper cylinder due to label carry over,53,1,Break Down,Innoket,Machine,Intervention on gripper cylinder due to label carry over
20/05/2024,Day,6,Running out for change over,20,1,Planned Stop,Filler,Method,Running out for change over
20/05/2024,Day,5,Intervention on gripper cylinder due to label carry over,60,1,Break Down,Innoket,Machine,Intervention on gripper cylinder due to label carry over
20/05/2024,Night,6,Handover and machine safety audit ,10,1,Planned Stop,,Method,Handover and machine safety audit 
20/05/2024,Night,6,Runing out More lager,42,1,Change-Over,Filler,Method,Runing out More lager
20/05/2024,Night,6,Post run at filler/ hot water sterilization,60,1,Change-Over,Filler,Method,Post run at filler/ hot water sterilization
20/05/2024,Night,6,"Change over filler More lager to TTX (Removing of vane tube/ Installing TTX vane tubes, Installing handling parts, change over EBI and Checkmate)",60,1,Change-Over,Filler,Method,"Change over filler More lager to TTX (Removing of vane tube/ Installing TTX vane tubes, Installing handling parts, change over EBI and Checkmate)"
20/05/2024,Night,6,Product receipt,40,1,External Stop,Filler,Method,Product receipt
20/05/2024,Night,6,Start up filler after changeover,14,1,Planned Stop,Filler,Method,Start up filler after changeover
20/05/2024,Night,6,Start up filler after changeover,20,1,Planned Stop,Filler,Method,Start up filler after changeover
20/05/2024,Night,6,Pasteurizer stopped on KP value not reached,12,4,Minor Stop,Pasteuriser,Machine,Pasteurizer stopped on KP value not reached
20/05/2024,Night,6,Pasteurizer stopped on KP value not reached,12,4,Minor Stop,Pasteuriser,Machine,Pasteurizer stopped on KP value not reached
20/05/2024,Night,6,Frequent crate Jam at depalletiser cross discharge,18,6,Minor Stop,Depalletiser,Machine,Frequent crate Jam at depalletiser cross discharge
20/05/2024,Night,6,Frequent crate Jam at depalletiser cross discharge,15,5,Minor Stop,Depalletiser,Machine,Frequent crate Jam at depalletiser cross discharge
20/05/2024,Night,6,Start up after Change-over (Fine tunning at Labeller/ coding),15,1,Change-Over,Labeller,Method,Start up after Change-over (Fine tunning at Labeller/ coding)
20/05/2024,Night,6,Start up after Change-over (Fine tunning at Labeller/ coding),28,1,Change-Over,Labeller,Method,Start up after Change-over (Fine tunning at Labeller/ coding)
20/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,26,7,Minor Stop,Bottle Conveyor,Method,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
20/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,20,7,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
20/05/2024,Night,5,Label carryover/uneven label length due to Irregular cutting of label.,49,14,Minor Stop,Innoket,Machine,Label carryover/uneven label length due to Irregular cutting of label.
20/05/2024,Night,5,Label carryover/uneven label length due to Irregular cutting of label.,30,11,Minor Stop,Innoket,Machine,Label carryover/uneven label length due to Irregular cutting of label.
20/05/2024,Night,5,Running out/CIP,15,1,Planned Stop,Innofill,Method,Running out/CIP
20/05/2024,Night,5,CIP at filler,60,1,Planned Stop,Innofill,Method,CIP at filler
20/05/2024,Night,5,CIP at filler,40,1,Planned Stop,Innofill,Method,CIP at filler
20/05/2024,Night,5,Product receipt/ Start up.,20,1,Planned Stop,Innofill,Method,Product receipt/ Start up.
20/05/2024,Night,5,Product receipt/ Start up.,54,1,Planned Stop,Innofill,Method,Product receipt/ Start up.
20/05/2024,Night,5,"Cleaning of the transfer drum, vacuum drum due to label carry over.",12,2,Minor Stop,Innoket,Machine,"Cleaning of the transfer drum, vacuum drum due to label carry over."
20/05/2024,Night,5,Blomax stopped on Plant air pressure out of range due to Dryer alarm fault.,5,1,Minor Stop,Blowmax,Machine,Blomax stopped on Plant air pressure out of range due to Dryer alarm fault.
20/05/2024,Night,5,Pallet hooked at palletizer turning table.,13,1,Minor Stop,Innopal,Machine,Pallet hooked at palletizer turning table.
20/05/2024,Night,5,Wrong turn of pack at palletizer distribution table.    ,18,7,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
20/05/2024,Night,6,Derailed crate conveyor c-curve section packer discharge to FCI,15,1,Break Down,Crate Conveyor,Machine,Derailed crate conveyor c-curve section packer discharge to FCI
20/05/2024,Night,6,Derailed crate conveyor c-curve section packer discharge to FCI,9,1,Break Down,Crate Conveyor,Machine,Derailed crate conveyor c-curve section packer discharge to FCI
20/05/2024,Night,6,Frequent Jam at depalletiser cross discharge,6,2,Minor Stop,Depalletiser,Machine,Frequent Jam at depalletiser cross discharge
20/05/2024,Night,6,Frequent Jam at depalletiser cross discharge,22,6,Minor Stop,Depalletiser,Machine,Frequent Jam at depalletiser cross discharge
20/05/2024,Night,6,Discharge overload at bottle washer discharge due to bottle jam,8,4,Minor Stop,Bottle Washer,Machine,Discharge overload at bottle washer discharge due to bottle jam
20/05/2024,Night,5,Wrong turn of pack at palletizer distribution table.    ,17,7,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
20/05/2024,Night,5,"Cleaning of the transfer drum, vacuum drum due to label carry over.",11,1,Minor Stop,Innoket,Machine,"Cleaning of the transfer drum, vacuum drum due to label carry over."
20/05/2024,Night,5,Wrong turn of pack at palletizer distribution table.    ,14,4,Minor Stop,Innopal,Machine,Wrong turn of pack at palletizer distribution table.    
21/05/2024,Morning,5,Safety audit check of Filler/Blomax safety doors and emergency push buttons.,12,1,Planned Stop,Innofill,Method,Safety audit check of Filler/Blomax safety doors and emergency push buttons.
21/05/2024,Morning,5,Compressor stopped on interrupted production due to dryer alarm,12,1,Break Down,Blowmax,Machine,Compressor stopped on interrupted production due to dryer alarm
21/05/2024,Morning,5,Frequent bottles hook at air conveyor,5,3,Minor Stop,Air conveyor,Machine,Frequent bottles hook at air conveyor
21/05/2024,Morning,5,Flow monitoring cooling water fault,9,1,Break Down,Blowmax,Machine,Flow monitoring cooling water fault
21/05/2024,Morning,5,Decontamination cleaning at filler /CILT,60,1,Planned Stop,Innofill,Method,Decontamination cleaning at filler /CILT
21/05/2024,Morning,6,Machine safety audit/shift handover,10,3,Break Down,,Method,Machine safety audit/ shift handover
21/05/2024,Morning,6,Depalletiser stops frequently due to crate jam at cross discharge,20,7,Minor Stop,Depalletiser,Material,Crate jam at Depalletiser cross discharge
21/05/2024,Morning,6,Depalletiser stops frequently due to crate jam at cross discharge,20,11,Minor Stop,Depalletiser,Material,Crate jam at Depalletiser cross discharge
21/05/2024,Morning,6,Bottle conveyor discharge of EBI tripped on Malfunctioned Block 1,7,3,Minor Stop,Bottle Conveyor,Machine,Malfunctioned Block 1
21/05/2024,Morning,6,Labeller was stopped due to illegible coding character,9,1,Break Down,Labeller,Machine,illegible coding character
21/05/2024,Morning,6,Speed loss due to weather bottles ,20,7,Minor Stop,,Material,Weather bottles 
21/05/2024,Morning,6,EBI was stop for fine tuning due to non-acknowledgement of Test Bottle No: 6&7 Neck finish and side walls,5,1,Break Down,EBI,Machine,EBI not acknowledging of Test Bottle No: 6&7 Neck finish and side walls
21/05/2024,Morning,6,CILT TIME ,45,1,Planned Stop,,Method,CILT TIME 
21/05/2024,Morning,6,CILT TIME ,15,1,Planned Stop,,Method,CILT TIME 
21/05/2024,Morning,6,Speed loss due to weather bottles ,11,3,Minor Stop,,Material,Weather bottles 
21/05/2024,Afternoon,6,Safety zone audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Filler,Method,Safety zone audit check of Filler safety doors and emergency push buttons.
21/05/2024,Afternoon,6,Speed loss due to weathered / bad bottles,20,2,Minor Stop,Filler,Material,Speed loss due to weathered / bad bottles
21/05/2024,Afternoon,6,Speed loss due to weathered / bad bottles,15,2,Minor Stop,Filler,Material,Speed loss due to weathered / bad bottles
21/05/2024,Afternoon,6,constant jam at unpacking zone,15,23,Minor Stop,Unpacker,Machine,constant jam at unpacking zone
21/05/2024,Afternoon,6,constant jam at unpacking zone,10,19,Minor Stop,Unpacker,Machine,constant jam at unpacking zone
21/05/2024,Afternoon,6,Pasteurizer stop on KP value not reached,10,2,Minor Stop,Pasteuriser,Machine,Pasteurizer stop on KP value not reached
21/05/2024,Afternoon,6,Speed loss due to weathered bottles,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
21/05/2024,Afternoon,5,Label carry over,7,1,Break Down,Innoket,Machine,Label carry over 
21/05/2024,Afternoon,5,Layer pad inserter dropping pads on air due to damaged cups,23,4,Break Down,Innopal,Machine,Layer pad inserter dropping pads on air due to damaged cups
21/05/2024,Afternoon,5,Back up photcell malfunction,6,2,Minor Stop,Air conveyor,Machine,Back up photcell malfunction
21/05/2024,Afternoon,5,"Tunnel pasteurizer stop on pressure for pump zone P5,RHL and RH3 too low",9,1,Break Down,Innopas,Machine,"Tunnel pasteurizer stop on pressure for pump zone P5,RHL and RH3 too low"
21/05/2024,Afternoon,5,.,0,0,Break Down,Innopas,Machine,.
21/05/2024,Afternoon,5,"Regulating temperature due toTunnel pasteurizer stop on pressure for pump zone P5,RHL and RH3 too low",24,1,Break Down,Innopas,Machine,"Regulating temperature due toTunnel pasteurizer stop on pressure for pump zone P5,RHL and RH3 too low"
21/05/2024,Afternoon,6,Depalletiser stopping frequently due to jam @ cross discharge,10,13,Minor Stop,Depalletiser,Machine,Depalletiser stopping frequently due to jam @ cross discharge
21/05/2024,Afternoon,6,Speed loss due to weathered bottles,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
21/05/2024,Afternoon,5,Frequent cap jammed at dynasort due to poor flow of cap,24,9,Minor Stop,Innofill,Machine,Frequent cap jammed at dynasort due to poor flow of cap
21/05/2024,Afternoon,6,Speed loss due to weathered bottles,10,2,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
21/05/2024,Afternoon,6,Wrong turn of pack at palletizer table.    ,15,9,Minor Stop,Palletiser,Machine,Wrong turn of pack at palletizer table.    
21/05/2024,Afternoon,6,Speed loss due to weathered bottles,5,1,Minor Stop,Filler,Material,Speed loss due to weathered bottles 
21/05/2024,Afternoon,5,Frequent cap jammed at dynasort due to poor flow of cap,14,6,Minor Stop,Innofill,Machine,Frequent cap jammed at dynasort due to poor flow of cap
21/05/2024,Afternoon,5,Preform lack at infeed rail due to preform hooked underneath the kicker wheel of the roller sorter,4,2,Minor Stop,Blowmax,Machine,Preform lack at infeed rail due to preform hooked underneath the kicker wheel of the roller sorter
21/05/2024,Afternoon,5,"Flow monitoring,  cooling water",12,2,Break Down,Blowmax,Machine,Recycled power to condenser
21/05/2024,Afternoon,5,Bottle jam  behind bottle gripper,4,1,Minor Stop,Blowmax,Machine,Bottle jammed at the discharge due to hooked bad bottle
21/05/2024,Afternoon,5,Frequent jammed of caps at the Dynasort,5,3,Minor Stop,Innofill,Machine,Frequent jammed of caps at the Dynasort
21/05/2024,Night,6,Handover and machine safety audit ,10,1,Planned Stop,,Method,Handover and machine safety audit 
21/05/2024,Night,6,Frequent stop at packer due to massive falling bottles at marshaling table caused by malfunctioning proximity sensor ,24,6,Minor Stop,Packer/Unpacker,Machine,Frequent stop at packer due to massive falling bottles at marshaling table caused by malfunctioning proximity sensor 
21/05/2024,Night,6,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind,20,1,Break Down,Depalletiser,Machine,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind
21/05/2024,Night,6,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind,18,1,External Stop,Depalletiser,Machine,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind
21/05/2024,Night,6,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind,18,1,External Stop,Depalletiser,Machine,Frequent triping of barrier photocell/ blurred reflectors at depalletizer and palletizer due to rain and wind
21/05/2024,Night,6,Filler stop on no ready beer,8,1,External Stop,Filler,Material,Filler stop on no ready beer
21/05/2024,Night,6,Bottle washer stop on low caustic level compartment 2,8,4,Minor Stop,Bottle Washer,Machine,Bottle washer stop on low caustic level compartment 2
21/05/2024,Night,6,Bottle washer stop on low caustic level compartment 2,12,4,Minor Stop,Bottle Washer,Machine,Bottle washer stop on low caustic level compartment 2
21/05/2024,Night,6,Labeller stop on false rejection of label faults,12,5,Minor Stop,Labeller,Machine,Labeller stop on false rejection of label faults
21/05/2024,Night,5,Bottle hooked at the air conveyor section 41.,11,5,Minor Stop,Air conveyor,Machine,Bottle hooked at the air conveyor section 41.
21/05/2024,Night,5,Poor cap flow at capper airliner to infeed of cap chute.,9,4,Minor Stop,Innofill,Material,Poor cap flow at capper airliner to infeed of cap chute.
21/05/2024,Night,5,Poor cap flow at capper airliner to infeed of cap chute.,13,7,Minor Stop,Innofill,Material,Poor cap flow at capper airliner to infeed of cap chute.
21/05/2024,Night,6,Labeller stop on false rejection of label faults,24,7,Minor Stop,Labeller,Machine,Labeller stop on false rejection of label faults
21/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,16,6,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
21/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,16,7,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
21/05/2024,Night,5,"Cleaning of the transfer drum, vacuum drum due to label carry over.",17,2,Minor Stop,Innoket,Material,"Cleaning of the transfer drum, vacuum drum due to label carry over."
21/05/2024,Night,6,Massive rejection on sidewall due to batch of weathered bottles ,14,7,Minor Stop,Bottle Washer,Material,Massive rejection on sidewall due to batch of weathered bottles 
21/05/2024,Night,5,Post-Run/ Hi-Malt running out.,60,1,Planned Stop,Innofill,Method,Post-Run/ Hi-Malt running out.
21/05/2024,Night,5,Product receipt/ Maltina Start-up.,38,1,Planned Stop,Innofill,Method,Product receipt/ Maltina Start-up.
21/05/2024,Night,5,Misaligned Rinser probes No.29 and 32.,9,2,Minor Stop,Innofill,Machine,Misaligned Rinser probes No.29 and 32.
21/05/2024,Night,5,"Misaligned Rinser probes No.33, 24.",10,2,Minor Stop,Innofill,Machine,"Misaligned Rinser probes No.33, 24."
21/05/2024,Night,5,Frequent tripping of Gassner airliner motor overload protection on high current.,16,3,Minor Stop,Capper,Machine,Frequent tripping of Gassner airliner motor overload protection on high current.
21/05/2024,Night,5,Frequent tripping of Gassner airliner motor overload protection on high current.,17,4,Minor Stop,Capper,Machine,Frequent tripping of Gassner airliner motor overload protection on high current.
21/05/2024,Night,5,Frequent tripping of Gassner airliner motor overload protection on high current.,23,7,Minor Stop,Capper,Machine,Frequent tripping of Gassner airliner motor overload protection on high current.
21/05/2024,Night,5,"Cleaning of the transfer drum, vacuum drum due to label carry over.",9,2,Minor Stop,Innoket,Machine,"Cleaning of the transfer drum, vacuum drum due to label carry over."
21/05/2024,Night,5,Frequent tripping of Gassner airliner motor overload protection on high current.,16,5,Minor Stop,Innofill,Machine,Frequent tripping of Gassner airliner motor overload protection on high current.
21/05/2024,Night,6,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages,18,7,Minor Stop,Bottle Conveyor,Method,Bottle jam at bottle conveyor labeller in-liner due to falling bottles and breakages
21/05/2024,Night,6,Pasteurizer stopped on KP value not reached,8,4,Minor Stop,Pasteuriser,Machine,Pasteurizer stopped on KP value not reached
21/05/2024,Night,5,Frequent tripping of Gassner airliner motor overload protection on high current.,21,6,Minor Stop,Capper,Machine,Frequent tripping of Gassner airliner motor overload protection on high current.
22/05/2024,Day,6,Machine Safety audit checks and shift handover ,10,3,Minor Stop,,Method,Machine safety audit checks
22/05/2024,Day,6,Pasteuriser stopped on KP value not reached due to frequent stopped at depalletiser,9,1,Break Down,Pasteuriser,Method,Killing point value not reached
22/05/2024,Day,6,Speed loss due to weathered bottles ,17,6,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,5,Safety audit check of Filler doors and emergency push buttons,13,1,Planned Stop,Innofill,Method,Safety audit check of Filler doors and emergency push buttons
22/05/2024,Day,5,Frequent cap jam at the output of dynasort du to poor cap flow,10,4,Minor Stop,Capper,Material,Frequent cap jam at the output of dynasort du to poor cap flow
22/05/2024,Day,6,Speed loss due to frequent massive weather bottles,18,7,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,5,Flow monitoring cooling ater fault,10,1,Break Down,Blowmax,Machine,Flow monitoring cooling ater fault
22/05/2024,Day,5, Wrong turn and stop at track 1&2 of palletizer,19,1,Break Down,Innopal,Machine,Wrong turn and stop at track 1&2 of palletizer
22/05/2024,Day,6,Bottle jam at discharge of crowner,4,2,Minor Stop,Filler,Material,Breakages at discharge
22/05/2024,Day,5,Damaged pad inserter suctions pad,14,1,Break Down,Innopal,Machine,Damaged pad inserter suctions pad
22/05/2024,Day,6,Speeed loss due to weather bottles,14,4,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,6,Pasteuriser stopped on Back-Up due to breakages blocking capacity control,3,1,Minor Stop,Pasteuriser,Material,Breakages blocked capacity control
22/05/2024,Day,6,Pasteuriser stopped on KP value not reached.,5,1,Break Down,Pasteuriser,Method,Killing point value not reached
22/05/2024,Day,6,Filler stops on lack of bottles due to frequent fallen bottles from bottle washer,10,6,Minor Stop,Bottle Conveyor,Material,Frequent fallen bottles from bottle washer
22/05/2024,Day,5,Decontamination cleaning at filler / CILT,60,1,Planned Stop,Innofill,Method,Damaged pad inserter suctions pad
22/05/2024,Day,5,Frequent cap jam at FS1 unit to cap incline belt,8,4,Minor Stop,Innofill,Machine,Frequent cap jam at FS1 unit to cap incline belt
22/05/2024,Day,6,CILT TIME ,46,1,Planned Stop,,Method,CILT TIME 
22/05/2024,Day,6,CILT TIME ,14,1,Planned Stop,,Method,CILT TIME 
22/05/2024,Day,6,Decreased Machine performance due to BBT change-over,6,1,External Stop,Filler,Method,Delay due to BBT change-over
22/05/2024,Day,5,Frequent preform hook underneath the kicker wheel of roller sorter,11,3,Minor Stop,Roller sorter,Machine,Frequent preform hook underneath the kicker wheel of roller sorter
22/05/2024,Day,5,Pad inserter droppng layer pad on air,45,1,Break Down,Innopal,Machine,Pad inserter droppng layer pad on air
22/05/2024,Day,5,Pad inserter droppng layer pad on air,30,1,Break Down,Innopal,Machine,Pad inserter droppng layer pad on air
22/05/2024,Day,5,Pad inserter droppng layer pad on air,23,1,Break Down,Innopal,Machine,Pad inserter droppng layer pad on air
22/05/2024,Day,5,Motor protection pallet transport machine tripped ,30,1,Break Down,Innopal,Machine,Motor protection pallet transport machine tripped 
22/05/2024,Day,6,Speed loss due to weathered bottles ,4,3,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,6,Speed loss due to weather bottles ,2,1,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,6,Speed loss due to weather bottles ,2,1,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,6,Crate conveyor drive isolator switch section G2231 at turning unit to infeed of crate washer stopped on frequency inverter signals a malfunction.,32,1,Break Down,Crate Conveyor,Machine,Burnt cabel wire to the isolator switch
22/05/2024,Day,5,Motor protection pallet transport machine tripped ,39,1,Break Down,Innopal,Machine,Motor protection pallet transport machine tripped 
22/05/2024,Day,6,Crate conveyor drive isolator switch section G2231 at turning unit to infeed of crate washer stopped on frequency inverter signals a malfunction.,20,1,Break Down,Crate Conveyor,Machine,Burnt cabel wire to the isolator switch
22/05/2024,Day,6,Speed loss due to weather bottles ,10,4,Minor Stop,,Material,Weather bottles 
22/05/2024,Day,5,Motor  protection  pallet  transport  machine  tripped off,60,1,Break Down,Innopal,Machine,Motor protection pallet transport machine tripped  off
22/05/2024,Night,6,Safety zone audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Filler,Method,Safety zone audit check of Filler safety doors and emergency push buttons.
22/05/2024,Night,6,frequent jam at EBI pusher 1,10,9,Minor Stop,EBI,Machine,frequent jam at EBI pusher 1
22/05/2024,Night,6,Depalletiser stop on pallet in wrong position,5,1,Minor Stop,Depalletiser,Machine,Depalletiser stop on pallet in wrong position
22/05/2024,Night,6,Depalletiser stop on gripper head in wrong position,5,2,Minor Stop,Depalletiser,Machine,Depalletiser stop on gripper head in wrong position
22/05/2024,Night,6,Crate conveyor section 2150 jerking,10,6,Minor Stop,Crate Conveyor,Machine,Crate conveyor section 2150 jerking
22/05/2024,Night,6,Crate conveyor section 2465 tripping off on frequency inverter fault due to over current,20,4,Minor Stop,Crate Conveyor,Machine,Crate conveyor section 2465 tripping off on frequency inverter fault due to over current
22/05/2024,Night,6,power outage,42,1,External Stop,Filler,Machine,power outage.
22/05/2024,Night,6,power outage,60,1,External Stop,Filler,Machine,power outage
22/05/2024,Night,6,power outage,60,1,External Stop,Filler,Machine,power outage.
22/05/2024,Night,6,power outage,60,1,External Stop,Filler,Machine,power outage.
22/05/2024,Night,6,power outage start up complications,60,1,External Stop,Filler,Machine,power outage start up complications
22/05/2024,Night,6,power outage start up complications,60,1,Break Down,Filler,Machine,"power outage start up complications, crate conveyor from packer to pal not running"
22/05/2024,Night,6,"power outage start up complications, crate conveyor from packer to pal not running",60,1,Break Down,Crate Conveyor,Machine,"power outage start up complications, crate conveyor from packer to pal not running"
22/05/2024,Night,5,Decontamiation ongoing at filler,45,1,Planned Stop,Innofill,Man,Decontamiation ongoing at filler
22/05/2024,Night,5,Safety zone audit check of Filler safety doors and emergency push buttons.,10,1,Planned Stop,Innofill,Man,Safety zone audit check of Filler safety doors and emergency push buttons.
22/05/2024,Night,5,Machine stop on Q motor protection transport machine TPQ,5,1,Break Down,Innopal,Machine,Machine stop on Q motor protection transport machine TPQ
22/05/2024,Night,5,"Pressure for pump RCL,RH3 too low",8,1,Break Down,Innopas,Machine,"Pressure for pump RCL,RH3 too low"
22/05/2024,Night,5,Caps jammed at smart check,10,4,Minor Stop,Innofill,Machine,"Pressure for pump RCL,RH3 too low"
22/05/2024,Night,5,"Misaligment of probes 14,37,40",13,3,Minor Stop,Innofill,Machine,"Misaligment of probes 14,37,40"
22/05/2024,Night,5,Malfunction cap supply,11,4,Minor Stop,Innofill,Machine,Malfunction cap supply
22/05/2024,Night,5,Power failure,35,1,External Stop,Innofill,Machine, power failure
22/05/2024,Night,5,CIP at filler due  to power failure,60,1,External Stop,Innofill,Machine,CIP at filler due  to power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine, power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine, power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine, power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine,CIP at filler due  to power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine,CIP at filler due  to power failure
22/05/2024,Night,5,Power failure,60,1,External Stop,Innofill,Machine, power failure
23/05/2024,Morning,6,Machine safety audit/shift handover,10,1,Planned Stop,Bottle Conveyor,Method,Machine safety audit/shift handover
23/05/2024,Morning,6,Crate conveyor C-Curve to palletiser infeed Drailed,50,1,Break Down,Bottle Conveyor,Machine,Crate conveyor C-Curve to palletiser infeed Drailed
23/05/2024,Morning,6,Massive rejection at EBI on sidewalls,15,6,Minor Stop,EBI,Machine,Due to long stop at during power outage
23/05/2024,Morning,6,Pasteuriser stopped on KP value not reached,15,3,Break Down,Bottle Washer,Machine,Due to long stop  during power outage
23/05/2024,Morning,6,Massive falling bottles at pasteuriser discharge,25,7,Minor Stop,Pasteuriser,Machine,Due to bottle explosion and breakages during power outage
23/05/2024,Morning,6,Bottle jam at inliner infeed of labeller,9,3,Minor Stop,Bottle Conveyor,Machine,Due to falling bottles at pasteuriser discharge
23/05/2024,Morning,6,Bottle jam at inliner infeed of labeller,10,4,Minor Stop,Bottle Conveyor,Machine,Due to falling bottles at pasteuriser discharge
23/05/2024,Morning,6,Low air supply from utilities,10,1,External Stop,Crate Conveyor,Method,Low air supply from utilities
23/05/2024,Morning,6,Crate conveyor at crate washer discharge C-curve to packer tripping off,16,6,Minor Stop,Crate Conveyor,Machine,Crate conveyor at crate washer discharge C-curve to packer tripping off
23/05/2024,Morning,5,Hot water CIP after power outage in packaging ,60,1,External Stop,Innofill,Method,Hot water cip
23/05/2024,Morning,5,Product receipt from cellar/filler startup,30,1,Planned Stop,Flash Pasto,Method,Product receipt    
23/05/2024,Morning,5,flash pasto stop on low supply air pressure from utilities ,15,1,External Stop,Innofill,Method,supply air pressure too low 
23/05/2024,Morning,5,CILT TIME ,15,1,Planned Stop,Innofill,Method,CILT TIME 
23/05/2024,Morning,5,Air conveyor stop on low supply air pressure ,13,1,External Stop,Innofill,Method,low supply air pressure 
23/05/2024,Morning,5,falling bottles from rinser discharge star due to workloose rinser probe No 14,10,1,Minor Stop,Innofill,Machine,workloose rinser probe 
23/05/2024,Morning,5,CILT TIME ,30,1,Planned Stop,Innofill,Method,CILT TIME 
23/05/2024,Morning,5,Cap jam at the output of dynasort (cap with damage sealing ring),6,3,Minor Stop,Innofill,Material,damage cap  
23/05/2024,Morning,5,Preform hook beneath the kicker wheel of roller sorter ,6,3,Minor Stop,Roller sorter,Machine,Nest preform not properly rejected
23/05/2024,Morning,6,Crate conveyor at crate washer discharge C-curve to packer tripping off,20,6,Minor Stop,Crate Conveyor,Method,Crate conveyor at crate washer discharge C-curve to packer tripping off
23/05/2024,Morning,5,Falling bottles from rinser discharge star due to misalign/bent rinser probe no 25 and 26,8,2,Minor Stop,Innofill,Machine,Bent rinser probe no 25 and 26
23/05/2024,Morning,6,Running out for PM,60,1,Non Operator Maintenance,Bottle Conveyor,Method,Running out for PM
23/05/2024,Afternoon,5,Safety audit check of Filler doors and emergency push buttons,11,1,Planned Stop,Innofill,Method,Safety audit check of Filler doors and emergency push buttons
23/05/2024,Afternoon,5,Bent bottles tranfer fingers to filler nos 47 and 53,8,1,Break Down,Innofill,Material,Bent bottles tranfer fingers to filler nos 47 and 53
23/05/2024,Afternoon,5,"Misaligned rinser bottles probes nos 24,9,13 and 23",10,1,Break Down,Rinser,Machine,"Misaligned rinser bottles probes nos 24,9,13 and 23"
23/05/2024,Afternoon,5,Frequent cap jam at the output of dynasort due to poor cap flow ,9,3,Minor Stop,Capper,Material,Frequent cap jam at the output of dynasort due to poor cap flow 
23/05/2024,Afternoon,6,Planned Maintenance/Acid CIP test at filler ,60,1,Planned Stop,,Method,Planned Maintenance/Acid CIP test at filler
23/05/2024,Afternoon,6,Planned Maintenance/Acid CIP test at filler ,60,1,Planned Stop,,Method,Planned Maintenance/Acid CIP test at filler
23/05/2024,Afternoon,6,Planned Maintenance/Acid CIP test at filler ,0,0,Planned Stop,,Method,Planned Maintenance/Acid CIP test at filler
23/05/2024,Afternoon,6,Planned Maintenance/Acid CIP test at filler ,60,1,Planned Stop,,Method,Planned Maintenance/Acid CIP test at filler
23/05/2024,Afternoon,6,Planned Maintenance/Acid CIP test at filler ,60,1,Planned Stop,,Method,Planned Maintenance/Acid CIP test at filler
